UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
238014,"R",3240,"R",796,"R",135,"R",3240,"R",796,"R",135,"R",10382,"R",796,"R",433,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2664,"R",490,"R",3154,"R",3000,"R",720,"R",3720,"R",3144,"R",540,"R",3684,"R",3240,"R",796,"R",4036,.,.,"R",2664,"R",490,"R",3154,"R",3000,"R",530,"R",3530,"R",3144,"R",540,"R",3684,"R",3240,"R",796,"R",4036,.,.,"R",8760,"R",490,"R",9250,"R",9600,"R",530,"R",10130,"R",10080,"R",540,"R",10620,"R",10382,"R",796,"R",11178,.,.,"R",1135,"R",1135,"R",1135,"R",1135,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3999,"R",3999,"R",3999,"R",3999,"R",3522,"R",3522,"R",3522,"R",3522,"R",2588,"R",2588,"R",2588,"R",2588
238032,"R",8376,"R",0,"R",349,"R",8376,"R",0,"R",349,"R",23616,"R",0,"R",984,"R",9450,"R",0,"R",525,"R",9450,"R",0,"R",525,"R",24390,"R",0,"R",1355,"R",0,"R",0,"R",0,"R",0,"R",23022,"R",0,"R",52524,"R",0,"R",20682,"R",0,"R",40428,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20916,"R",0,"R",41148,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22878,"R",0,"R",37818,"R",0,"R",6968,"R",0,"R",6968,"R",7632,"R",0,"R",7632,"R",7992,"R",0,"R",7992,"R",8376,"R",0,"R",8376,.,.,"R",6968,"R",0,"R",6968,"R",7632,"R",0,"R",7632,"R",7992,"R",0,"R",7992,"R",8376,"R",0,"R",8376,.,.,"R",20424,"R",0,"R",20424,"R",21432,"R",0,"R",21432,"R",22488,"R",0,"R",22488,"R",23616,"R",0,"R",23616,.,.,"R",1100,"R",900,"R",900,"R",900,"R",9024,"R",9872,"R",10218,"R",10576,"R",2070,"R",2400,"R",2620,"R",2620,"R",7659,"R",7750,"R",8340,"R",8340,"R",2556,"R",2400,"R",2620,"R",2620,"R",2880,"R",2400,"R",2620,"R",2620
238078,"R",27000,"R",1110,"R",735,"R",27000,"R",1110,"R",735,"R",27000,"R",1110,"R",735,"R",9450,"R",260,"R",525,"R",9450,"R",260,"R",525,"R",9450,"R",260,"R",525,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27000,"R",1030,"R",28030,"R",27000,"R",1030,"R",28030,"R",27000,"R",1110,"R",28110,"R",27000,"R",1110,"R",28110,.,.,"R",27000,"R",1030,"R",28030,"R",27000,"R",1030,"R",28030,"R",27000,"R",1110,"R",28110,"R",27000,"R",1110,"R",28110,.,.,"R",27000,"R",1030,"R",28030,"R",27000,"R",1030,"R",28030,"R",27000,"R",1110,"R",28110,"R",27000,"R",1110,"R",28110,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",7070,"R",7796,"R",7796,"R",8996,"R",1800,"R",1800,"R",1800,"R",1800,"R",5000,"R",5000,"R",5000,"R",5000,"R",1200,"R",1200,"R",1200,"R",1200,"R",3600,"R",3600,"R",3600,"R",3600
238193,"R",27552,"R",725,"R",1148,"R",27552,"R",725,"R",1148,"R",27552,"R",725,"R",1148,"R",10394,"R",725,"R",866,"R",10394,"R",725,"R",866,"R",10394,"R",725,"R",866,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23784,"R",650,"R",24434,"R",24984,"R",676,"R",25660,"R",26232,"R",700,"R",26932,"R",27552,"R",725,"R",28277,.,.,"R",23784,"R",650,"R",24434,"R",24984,"R",676,"R",25660,"R",26232,"R",700,"R",26932,"R",27552,"R",725,"R",28277,.,.,"R",23784,"R",650,"R",24434,"R",24984,"R",676,"R",25660,"R",26232,"R",700,"R",26932,"R",27552,"R",725,"R",28277,.,.,"R",1056,"R",625,"R",625,"R",625,"R",7500,"R",7634,"R",7884,"R",8296,"R",3164,"R",3110,"R",3110,"R",3220,"R",7600,"R",7850,"R",7850,"R",7900,"R",4578,"R",4065,"R",4065,"R",4120,"R",4198,"R",4065,"R",4065,"R",4120
238263,"R",3966,"R",375,"R",132,"R",3966,"R",375,"R",132,"R",5949,"R",375,"R",198,"R",3966,"R",375,"R",132,"R",3966,"R",375,"R",132,"R",5949,"R",375,"R",198,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3775,"R",358,"R",4133,"R",3852,"R",365,"R",4217,"R",3911,"R",370,"R",4281,"R",3966,"R",375,"R",4341,.,.,"R",3775,"R",358,"R",4133,"R",3852,"R",365,"R",4217,"R",3911,"R",370,"R",4281,"R",3966,"R",375,"R",4341,.,.,"R",5664,"R",358,"R",6022,"R",5778,"R",365,"R",6143,"R",5866,"R",370,"R",6236,"R",5949,"R",375,"R",6324,.,.,"R",1666,"R",1742,"R",1820,"R",1940,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8280,"R",8530,"R",8708,"R",8832,"R",3790,"R",3822,"R",3848,"R",3648,"R",3790,"R",3822,"R",3848,"R",3648
238324,"R",21050,"R",590,"R",998,"R",21050,"R",590,"R",998,"R",21050,"R",590,"R",998,"R",20384,"R",300,"R",728,"R",20384,"R",300,"R",728,"R",20384,"R",300,"R",728,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,.,.,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,.,.,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,"R",20100,"R",400,"R",20500,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",3000,"R",3000,"R",3000,"R",3000,"R",3600,"R",3600,"R",3600,"R",3600
238333,"R",48236,"R",470,"R",1507,"R",48236,"R",470,"R",1507,"R",48236,"R",470,"R",1507,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",42220,"R",280,"R",42500,"R",44590,"R",460,"R",45050,"R",46596,"R",464,"R",47060,"R",48236,"R",470,"R",48706,.,.,"R",42220,"R",280,"R",42500,"R",44590,"R",460,"R",45050,"R",46596,"R",464,"R",47060,"R",48236,"R",470,"R",48706,.,.,"R",42220,"R",280,"R",42500,"R",44590,"R",460,"R",45050,"R",46596,"R",464,"R",47060,"R",48236,"R",470,"R",48706,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",7470,"R",7890,"R",8146,"R",8436,"R",1300,"R",1300,"R",1300,"R",1300,"R",5250,"R",5250,"R",5250,"R",8444,"R",1300,"R",1300,"R",1300,"R",1300,"R",1300,"R",1300,"R",1300,"R",1300
238397,"R",4123,"R",206,"R",132,"R",4123,"R",206,"R",132,"R",6106,"R",206,"R",198,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3776,"R",189,"R",3965,"R",3852,"R",193,"R",4045,"R",3911,"R",196,"R",4107,"R",4123,"R",206,"R",4329,.,.,"R",3776,"R",189,"R",3965,"R",3852,"R",193,"R",4045,"R",3911,"R",196,"R",4107,"R",4123,"R",206,"R",4329,.,.,"R",5664,"R",189,"R",5853,"R",5778,"R",193,"R",5971,"R",5866,"R",196,"R",6062,"R",6106,"R",206,"R",6312,.,.,"R",1665,"R",1665,"R",1665,"R",1765,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5795,"R",5795,"R",5795,"R",5795,"R",3883,"R",3800,"R",3444,"R",3463,"R",3883,"R",3800,"R",3444,"R",3463
238430,"R",28844,"R",0,"R",900,"R",28844,"Z",0,"R",900,"R",28844,"Z",0,"R",900,"R",12282,"R",0,"R",782,"R",12282,"Z",0,"R",782,"R",12282,"Z",0,"R",782,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25920,"R",650,"R",26570,"R",26890,"R",650,"R",27540,"R",28212,"R",0,"R",28212,"R",28844,"R",0,"R",28844,.,.,"R",25920,"R",650,"R",26570,"R",26890,"R",650,"R",27540,"R",28212,"R",0,"R",28212,"R",28844,"R",0,"R",28844,.,.,"R",25920,"R",650,"R",26570,"R",26890,"R",650,"R",27540,"R",28212,"R",0,"R",28212,"R",28844,"R",0,"R",28844,.,.,"R",700,"R",700,"R",700,"R",700,"R",7470,"R",7700,"R",7940,"R",8118,"R",4992,"R",4992,"R",4992,"R",4992,"R",6517,"R",6517,"R",6517,"R",6517,"R",5332,"R",5332,"R",5332,"R",5332,"R",5332,"R",5332,"R",5332,"R",5332
238458,"R",30403,"R",741,"R",390,"R",30403,"R",741,"R",390,"R",30403,"R",741,"R",390,"R",10656,"R",0,"R",592,"R",10656,"Z",0,"R",592,"R",10656,"Z",0,"R",592,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27850,"R",700,"R",28550,"R",28825,"R",710,"R",29535,"R",29662,"R",726,"R",30388,"R",30403,"R",741,"R",31144,.,.,"R",27850,"R",700,"R",28550,"R",28825,"R",710,"R",29535,"R",29662,"R",726,"R",30388,"R",30403,"R",741,"R",31144,.,.,"R",27850,"R",700,"R",28550,"R",28825,"R",710,"R",29535,"R",29662,"R",726,"R",30388,"R",30403,"R",741,"R",31144,.,.,"R",1214,"R",1236,"R",1078,"R",1088,"R",9104,"R",9032,"R",9264,"R",9494,"R",2746,"R",2854,"R",2402,"R",2424,"R",4904,"R",4988,"R",6718,"R",6786,"R",4346,"R",4490,"R",4790,"R",4834,"R",4050,"R",4190,"R",3694,"R",3728
238476,"R",41950,"R",0,"R",575,"R",41950,"Z",0,"R",575,"R",41950,"Z",0,"R",575,"R",41950,"R",0,"R",612,"R",41950,"Z",0,"R",612,"R",41950,"Z",0,"R",612,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",36570,"R",0,"R",36570,"R",38375,"R",0,"R",38375,"R",40265,"R",0,"R",40265,"R",41950,"R",0,"R",41950,.,.,"R",36570,"R",0,"R",36570,"R",38375,"R",0,"R",38375,"R",40265,"R",0,"R",40265,"R",41950,"R",0,"R",41950,.,.,"R",36570,"R",0,"R",36570,"R",38375,"R",0,"R",38375,"R",40265,"R",0,"R",40265,"R",41950,"R",0,"R",41950,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",9970,"R",10460,"R",10975,"R",11600,"R",2500,"R",2500,"R",2500,"R",2500,"R",9970,"R",10460,"R",10975,"R",11600,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500
238573,"R",27800,"R",1100,"R",1126,"R",27800,"R",1100,"R",1126,"R",27800,"R",1100,"R",1126,"R",21750,"R",750,"R",750,"R",21750,"R",750,"R",750,"R",21750,"R",750,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
238616,"R",28330,"R",270,"R",1180,"R",28330,"R",270,"R",1180,"R",28330,"R",270,"R",1180,"R",10422,"R",120,"R",579,"R",10422,"R",120,"R",579,"R",10422,"R",120,"R",579,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",35500,"R",590,"R",35500,"R",590,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",25930,"R",230,"R",26160,"R",26840,"R",260,"R",27100,"R",27640,"R",260,"R",27900,"R",28330,"R",270,"R",28600,.,.,"R",25930,"R",230,"R",26160,"R",26840,"R",260,"R",27100,"R",27640,"R",260,"R",27900,"R",28330,"R",270,"R",28600,.,.,"R",25930,"R",230,"R",26160,"R",26840,"R",260,"R",27100,"R",27640,"R",260,"R",27900,"R",28330,"R",270,"R",28600,.,.,"R",1500,"R",1550,"R",1600,"R",1600,"R",9780,"R",9970,"R",10280,"R",10530,"R",2415,"R",2700,"R",2800,"R",2800,"R",9780,"R",9970,"R",10280,"R",10530,"R",2415,"R",2700,"R",2800,"R",2800,"R",6318,"R",6400,"R",6600,"R",6750
238661,"R",28500,"R",0,"R",896,"R",28500,"Z",0,"R",896,"R",28500,"Z",0,"R",896,"R",16740,"R",0,"R",930,"R",16740,"Z",0,"R",930,"R",16740,"Z",0,"R",930,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25590,"R",0,"R",25590,"R",26550,"R",0,"R",26550,"R",27530,"R",0,"R",27530,"R",28500,"R",0,"R",28500,.,.,"R",25590,"R",0,"R",25590,"R",26550,"R",0,"R",26550,"R",27530,"R",0,"R",27530,"R",28500,"R",0,"R",28500,.,.,"R",25590,"R",0,"R",25590,"R",26550,"R",0,"R",26550,"R",27530,"R",0,"R",27530,"R",28500,"R",0,"R",28500,.,.,"R",800,"R",800,"R",800,"R",800,"R",8973,"R",9400,"R",9870,"R",10494,"R",2896,"R",2896,"R",2896,"R",2896,"R",7889,"R",8125,"R",8370,"R",9450,"R",3310,"R",3310,"R",3310,"R",3310,"R",3310,"R",3310,"R",3310,"R",3310
238722,"R",3966,"R",531,"R",132,"R",3966,"R",531,"R",132,"R",5949,"R",531,"R",198,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3776,"R",513,"R",4289,"R",3852,"R",521,"R",4373,"R",3911,"R",525,"R",4436,"R",3966,"R",531,"R",4497,.,.,"R",3776,"R",513,"R",4289,"R",3852,"R",521,"R",4373,"R",3911,"R",525,"R",4436,"R",3966,"R",531,"R",4497,.,.,"R",5664,"R",513,"R",6177,"R",5778,"R",521,"R",6299,"R",5866,"R",525,"R",6391,"R",5949,"R",531,"R",6480,.,.,"R",1666,"R",1742,"R",1820,"R",1940,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6758,"R",7048,"R",7154,"R",7258,"R",3708,"R",3758,"R",3702,"R",3640,"R",3708,"R",3758,"R",3702,"R",3640
238759,"R",3966,"R",403,"R",132,"R",3966,"R",403,"R",132,"R",5949,"R",403,"R",198,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3775,"R",234,"R",4009,"R",3852,"R",238,"R",4090,"R",3911,"R",241,"R",4152,"R",3966,"R",403,"R",4369,.,.,"R",3775,"R",234,"R",4009,"R",3852,"R",238,"R",4090,"R",3911,"R",241,"R",4152,"R",3966,"R",403,"R",4369,.,.,"R",5664,"R",234,"R",5898,"R",5778,"R",238,"R",6016,"R",5865,"R",241,"R",6106,"R",5949,"R",403,"R",6352,.,.,"R",1665,"R",1742,"R",1819,"R",1938,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6758,"R",7048,"R",7154,"R",7258,"R",3790,"R",3757,"R",3701,"R",3638,"R",3790,"R",3757,"R",3701,"R",3638
238980,"R",26550,"R",1210,"R",885,"R",26550,"R",1210,"R",885,"R",26550,"R",1210,"R",885,"R",10530,"R",0,"R",585,"R",10530,"Z",0,"R",585,"R",10530,"Z",0,"R",585,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23050,"R",1040,"R",24090,"R",23970,"R",1080,"R",25050,"R",25410,"R",1150,"R",26560,"R",26550,"R",1210,"R",27760,.,.,"R",23050,"R",1040,"R",24090,"R",23970,"R",1080,"R",25050,"R",25410,"R",1150,"R",26560,"R",26550,"R",1210,"R",27760,.,.,"R",23050,"R",1040,"R",24090,"R",23970,"R",1080,"R",25050,"R",25410,"R",1150,"R",26560,"R",26550,"R",1210,"R",27760,.,.,"R",950,"R",950,"R",950,"R",1100,"R",8294,"R",8530,"R",8530,"R",8600,"R",3254,"R",3330,"R",3428,"R",3710,"R",4984,"R",5600,"R",5664,"R",5626,"R",4692,"R",4830,"R",4896,"R",5058,"R",3254,"R",3330,"R",3428,"R",3710
239008,"R",3966,"R",218,"R",132,"R",3966,"R",218,"R",132,"R",5949,"R",218,"R",198,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3776,"R",208,"R",3984,"R",3852,"R",212,"R",4064,"R",3910,"R",215,"R",4125,"R",3966,"R",218,"R",4184,.,.,"R",3776,"R",208,"R",3984,"R",3852,"R",212,"R",4064,"R",3910,"R",215,"R",4125,"R",3966,"R",218,"R",4184,.,.,"R",5664,"R",208,"R",5872,"R",5778,"R",212,"R",5990,"R",5866,"R",215,"R",6081,"R",5949,"R",218,"R",6167,.,.,"R",1666,"R",1742,"R",1820,"R",1940,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6758,"R",7048,"R",7154,"R",7258,"R",3792,"R",3842,"R",3784,"R",3724,"R",3792,"R",3842,"R",3784,"R",3724
239017,"R",45801,"R",300,"R",1696,"R",45801,"R",300,"R",1696,"R",45801,"R",300,"R",1696,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",42357,"R",300,"R",42657,"R",43440,"R",300,"R",43740,"R",44544,"R",300,"R",44844,"R",45801,"R",300,"R",46101,.,.,"R",42357,"R",300,"R",42657,"R",43440,"R",300,"R",43740,"R",44544,"R",300,"R",44844,"R",45801,"R",300,"R",46101,.,.,"R",42357,"R",300,"R",42657,"R",43440,"R",300,"R",43740,"R",44544,"R",300,"R",44844,"R",45801,"R",300,"R",46101,.,.,"R",900,"R",900,"R",900,"R",900,"R",8808,"R",9210,"R",9654,"R",10032,"R",1425,"R",1425,"R",1425,"R",1425,"R",7845,"R",8100,"R",9402,"R",7326,"R",1875,"R",1875,"R",1875,"R",3675,"R",1875,"R",1875,"R",1875,"R",2325
